file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1955.129,0,15099,earl_warren,scotus_justice,0.0,16.3,"Number 129, George W. Doud et al., versus Orville Hodge, Auditor of Public Accounts of the State of Illinois."
1955.129,0,33716,john_j_yowell,,17.317,18.214,Mr. Yowell.
1955.129,0,15099,earl_warren,scotus_justice,18.214,19.196,Yowell.
1955.129,0,33716,john_j_yowell,,19.196,22.486,May it please the Court.
1955.129,0,15099,earl_warren,scotus_justice,647.742,650.707,"Is the company operating them, Mr. Yowell?"
1955.129,0,33716,john_j_yowell,,650.707,655.979,"At this moment, it is not, Your Honor, but it was at the time the suit was filed and for some little time after."
1955.129,0,15099,earl_warren,scotus_justice,664.258,664.508,Yes.
1955.129,0,33716,john_j_yowell,,664.508,670.829,"-- “We like to do it and will you please tell us whether we can do it or not, the case, we should go ahead and do it.”"
1955.129,0,15099,earl_warren,scotus_justice,779.397,781.712,Is there any response to that letter?
1955.129,0,33716,john_j_yowell,,781.712,785.155,"There was not, Your Honor."
1955.129,1,46556,william_c_wines,,2951.05,2954.324,May it please the Court.
1955.129,1,15050,felix_frankfurter,scotus_justice,3087.912,3092.444,"Mr. Wine, please forgive me to interrupt you in asking you, what declarative order to meet?"
1955.129,1,46556,william_c_wines,,3092.444,3092.687,Yes.
1955.129,1,15050,felix_frankfurter,scotus_justice,3153.997,3158.533,To reclaim power is vague by waiting to see what Illinois (Voice Overlap) --
1955.129,1,46556,william_c_wines,,3158.533,3159.585,"No, they did not."
1955.129,1,15050,felix_frankfurter,scotus_justice,3159.585,3160.448,They threw it out.
1955.129,1,46556,william_c_wines,,3160.448,3162.305,They did.
1955.129,1,15050,felix_frankfurter,scotus_justice,3162.305,3163.905,And they couldn't -- can handle this at all.
1955.129,1,46556,william_c_wines,,3163.905,3164.877,They did.
1955.129,1,15050,felix_frankfurter,scotus_justice,3164.877,3166.422,Are you defending that?
1955.129,1,46556,william_c_wines,,3166.422,3172.937,"Yes, for reasons which -- but not entirely on the grounds designed in the opinion."
1955.129,1,15063,stanley_reed,scotus_justice,3194.847,3196.417,They remitted your --
1955.129,1,46556,william_c_wines,,3196.417,3198.289,"I mean remitting the parties, not the cause."
1955.129,1,15050,felix_frankfurter,scotus_justice,3270.19,3295.281,"Would you at this moment and based to what you have indicated, the Court would have to remit it or remand to the District Court, tell him to be ceased of jurisdiction directing the District Court to assert jurisdiction which is now disavowed and having a sense of jurisdiction to this Fourteenth Amendment of a judicial argument."
1955.129,1,46556,william_c_wines,,3295.281,3296.751,I think so.
1955.129,1,15050,felix_frankfurter,scotus_justice,3296.751,3304.302,"We'll have to go through that form because this Court can't enter 10 cases as now in all three, he -- he entered this kind of a judgement --"
1955.129,1,46556,william_c_wines,,3304.302,3304.492,Well --
1955.129,1,15050,felix_frankfurter,scotus_justice,3304.492,3305.251,-- here in the jurisdiction.
1955.129,1,46556,william_c_wines,,3305.251,3329.166,"I -- I think -- I think that's -- that's correct, but that the reasons why I'm knowing for well what's in Your Honor's mind in having had the benefit of Your Honor's colloquy with Mr. Yowell, the reason why I'm still so earnestly asking this will become apparent when I'm through with my narration of the facts, which will put the case, I think, in a different light from what it is now."
1955.129,1,15063,stanley_reed,scotus_justice,3364.149,3366.99,Was the Illinois bank charged against cashing checks?
1955.129,1,46556,william_c_wines,,3366.99,3368.081,I beg your pardon?
1955.129,1,15063,stanley_reed,scotus_justice,3368.081,3370.927,Illinois' bank charged in cashing the checks?
1955.129,1,46556,william_c_wines,,3370.927,3375.215,They don't charge an Illinois bank.
1955.129,1,15063,stanley_reed,scotus_justice,3390.968,3393.446,And people go to these exchanges and pay for it?
1955.129,1,46556,william_c_wines,,3393.446,3394.508,They do.
1955.129,1,15127,harold_burton,scotus_justice,3519.269,3524.448,"Mr. Wines, you're taking the position in the McDougall case, did passed on the constitutional (Voice Overlap) --"
1955.129,1,46556,william_c_wines,,3524.448,3529.684,Only by way of a dictum and not in the light of the considerations urged in this case.
1955.129,1,15127,harold_burton,scotus_justice,3536.044,3547.603,"Well then, on that theory, why would it not be appropriate or in accordance with the precedent for the federal court to require them to pass on it before the federal court does?"
1955.129,1,46556,william_c_wines,,3547.603,3548.634,"Oh, I think it is."
1955.129,1,15127,harold_burton,scotus_justice,3549.468,3550.194,They should --
1955.129,1,46556,william_c_wines,,3550.194,3550.318,Yes.
1955.129,1,15127,harold_burton,scotus_justice,3550.318,3551.335,-- they should leave it open to the --
1955.129,1,46556,william_c_wines,,3551.335,3551.392,That's correct.
1955.129,1,15127,harold_burton,scotus_justice,3551.392,3552.473,-- to simply pass on.
1955.129,1,46556,william_c_wines,,3552.473,3553.936,That's correct.
1955.129,1,15050,felix_frankfurter,scotus_justice,3553.936,3564.045,"It has to be that the District Court, the Northern District, they will hold this case and subject to a declaratory judgment?"
1955.129,1,46556,william_c_wines,,3564.045,3567.624,They could say that.
1955.129,1,15050,felix_frankfurter,scotus_justice,3568.179,3569.634,"Well then, because clearly --"
