file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1968.9_orig_2,0,15099,earl_warren,scotus_justice,0.0,7.14,"Number 9, United States of America, plaintiff versus the State of Louisiana et al."
1968.9_orig_2,0,15089,hugo_l_black,scotus_justice,77.195,87.12,Mr. Claiborne
1968.9_orig_2,0,34216,louis_f_claiborne,,87.12,91.045,Mr. Justice Black and may it please the Court.
1968.9_orig_2,0,15089,hugo_l_black,scotus_justice,360.161,371.224,(Inaudible)
1968.9_orig_2,0,34216,louis_f_claiborne,,371.224,378.04,"Mr. Justice Black, this problem cannot arise with respect to any other state except Florida."
1968.9_orig_2,0,15071,byron_r_white,scotus_justice,519.51,528.745,Wouldn't -- you line could never move seaward could it?
1968.9_orig_2,0,34216,louis_f_claiborne,,528.745,537.439,"Up to the line, will move seaward from where it is today if there is accretion where there presently erosion."
1968.9_orig_2,0,15071,byron_r_white,scotus_justice,552.337,554.001,You would move both ways?
1968.9_orig_2,0,34216,louis_f_claiborne,,554.001,561.092,We would move both ways in some areas.
1968.9_orig_2,1,26513,houghton_brownlee_jr,,1958.869,1962.474,"Mr. Justice Black, may it please the Court."
1968.9_orig_2,1,15089,hugo_l_black,scotus_justice,2116.186,2118.079,(Inaudible)
1968.9_orig_2,1,26513,houghton_brownlee_jr,,2118.079,2121.049,"Yes sir, they certainly do."
1968.9_orig_2,1,15089,hugo_l_black,scotus_justice,2192.741,2198.715,"(Inaudible), but it may have gotten any prompt --"
1968.9_orig_2,1,26513,houghton_brownlee_jr,,2198.715,2200.875,From this stipulated line.
1968.9_orig_2,1,15089,hugo_l_black,scotus_justice,2200.875,2202.143,And what's the difference?
1968.9_orig_2,1,26513,houghton_brownlee_jr,,2202.143,2205.228,The one which the Government and we and the Government both worked out.
1968.9_orig_2,1,15140,william_j_brennan_jr,scotus_justice,2223.777,2229.012,"Well, specifically, it's that line marked 1845 shoreline in the map, isn't it?"
1968.9_orig_2,1,26513,houghton_brownlee_jr,,2229.012,2230.73,"Well, that's just the graphic illustration, yes."
1968.9_orig_2,1,15140,william_j_brennan_jr,scotus_justice,2230.73,2231.738,"I know, but that's what --"
1968.9_orig_2,1,26513,houghton_brownlee_jr,,2231.738,2232.12,Yes.
