file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,0.0,9.356,"We'll hear argument first this morning on No. 88-493, the University of Pennsylvania v. the Equal Employment Opportunity Commission."
1989.88-493,0,39761,rex_e_lee,,10.556,13.658,"Mr. Chief Justice, and may it please the Court:"
1989.88-493,0,15071,byron_r_white,scotus_justice,71.429,75.381,xxx peer review materials are--
1989.88-493,0,39761,rex_e_lee,,75.381,76.214,Yes.
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,119.327,123.029,--Conceded the University's right to determine who may teach.
1989.88-493,0,39761,rex_e_lee,,125.514,136.705,"--Well, its interest in deciding who may teach, which we contend... well, and really the government concedes, that it is First Amendment based."
1989.88-493,0,15092,sandra_day_oconnor,scotus_justice,136.705,151.981,"--Well, Mr. Lee, that certainly is a weak sort of a First Amendment interest and wouldn't the same interest extend to employees of a newspaper or a public advocacy organization or to a wide range of employees?"
1989.88-493,0,39761,rex_e_lee,,157.702,162.254,"Well, at least... for what, now?"
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,172.943,182.732,"Well, but that's really language from our cases where you're talking about a state university, where you're talking about the state infringing it."
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,182.732,194.106,There is really no holding of this Court that says that professors are any freer from state infringement than any other type of people who might have freedom of speech infringed.
1989.88-493,0,39761,rex_e_lee,,194.106,199.343,"I think that's probably right, Mr. Chief Justice, that in... well Keyishian might be a holding."
1989.88-493,0,15092,sandra_day_oconnor,scotus_justice,260.981,261.798,"Well, if they're relevant?"
1989.88-493,0,39761,rex_e_lee,,261.798,263.665,Excuse me?
1989.88-493,0,15092,sandra_day_oconnor,scotus_justice,263.665,265.181,A showing of relevance.
1989.88-493,0,39761,rex_e_lee,,265.181,265.431,Yes.
1989.88-493,0,15092,sandra_day_oconnor,scotus_justice,265.431,266.131,And need.
1989.88-493,0,39761,rex_e_lee,,266.131,273.021,"And it should be noted, Justice O'Connor, that there is no dispute that these issues... that these matters are relevant."
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,301.004,303.556,What is this serious constitutional question?
1989.88-493,0,39761,rex_e_lee,,303.556,305.989,"--It is this, Justice... Mr. Chief Justice."
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,370.414,370.914,But of course--
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,370.914,371.7,--But what--
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,371.7,372.216,--Excuse me.
1989.88-493,0,15092,sandra_day_oconnor,scotus_justice,372.866,374.15,"Go ahead, Chief Justice."
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,374.15,382.906,"Well, what case is... is the best from this Court supporting a proposition that universities have a First Amendment right to determine who should teach?"
1989.88-493,0,39761,rex_e_lee,,382.906,384.239,Four cases.
1989.88-493,0,15141,william_h_rehnquist,scotus_justice,384.239,385.858,"Well, what's the best one?"
1989.88-493,0,39761,rex_e_lee,,386.858,397.916,The best one I would say is probably Keyishian because it's a holding.
1989.88-493,0,15049,antonin_scalia,scotus_justice,421.814,422.247,Excuse me.
1989.88-493,0,39761,rex_e_lee,,437.423,439.089,--Excuse me?
1989.88-493,0,15049,antonin_scalia,scotus_justice,439.089,442.391,"I mean, I guess somebody has a right to say who may teach, but does it have to be the faculty?"
1989.88-493,0,39761,rex_e_lee,,442.858,454.516,It... it would be those who are responsible for determining the academic affairs of the university.
1989.88-493,0,15049,antonin_scalia,scotus_justice,454.516,455.385,--So it could be the Senate?
1989.88-493,0,39761,rex_e_lee,,456.751,457.584,The faculty senate?
1989.88-493,0,15049,antonin_scalia,scotus_justice,457.584,458.334,--No.
1989.88-493,0,39761,rex_e_lee,,459.669,461.121,The state Senate?
1989.88-493,0,15049,antonin_scalia,scotus_justice,461.121,461.621,Right.
1989.88-493,0,39761,rex_e_lee,,461.621,465.739,"That would be a harder case, but, yes, in that instance it... it--"
1989.88-493,0,15049,antonin_scalia,scotus_justice,465.739,467.173,I suppose you could have the governor decide.
1989.88-493,0,39761,rex_e_lee,,467.173,469.875,--It would be a harder case.
1989.88-493,0,15049,antonin_scalia,scotus_justice,469.875,470.893,Why?
1989.88-493,0,39761,rex_e_lee,,470.893,471.643,It would be a harder case.
1989.88-493,0,15049,antonin_scalia,scotus_justice,471.643,471.959,That's my problem.
1989.88-493,0,39761,rex_e_lee,,472.643,473.243,Well--
1989.88-493,0,15049,antonin_scalia,scotus_justice,473.243,481.33,"I mean, what is the principle that... that members of a faculty have a constitutional right to... to... well, replicate themselves--"
1989.88-493,0,39761,rex_e_lee,,481.33,481.697,--In the event--
1989.88-493,0,15049,antonin_scalia,scotus_justice,481.697,482.932,--like amoeba or what?
1989.88-493,0,39761,rex_e_lee,,484.449,503.095,"--In the event that you had those kinds of determinations that are central to the operation of the academic mission of the university being operated, as it never has, by someone in government, then it is that entity that would enjoy the First Amendment freedom, yes."
1989.88-493,0,15049,antonin_scalia,scotus_justice,503.095,505.964,So the government has a First Amendment right.
1989.88-493,0,39761,rex_e_lee,,508.347,515.653,"It is... well, what you're posing for me, of course, is a hypothetical that so far as I know exists in no place."
1989.88-493,0,15092,sandra_day_oconnor,scotus_justice,583.094,604.709,"Well, Mr. Lee, the... the interest on the other side in this case of a... a faculty member to be considered for tenure without the impermissible consideration of race or gender seems to be a much more direct constitutional right that we're talking about."
1989.88-493,0,39761,rex_e_lee,,608.578,609.828,We fully concede--
