file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1990.89-1166,0,15141,william_h_rehnquist,scotus_justice,0.0,9.006,"We'll hear next in No. 89-1166, International Union v. Ring Screw Works."
1990.89-1166,0,34494,laurence_e_gold,,97.055,106.47,"Chief Justice, and may it please the Court:"
1990.89-1166,0,15141,william_h_rehnquist,scotus_justice,167.735,170.306,"There are literally 3,500 pages?"
1990.89-1166,0,34494,laurence_e_gold,,170.306,170.977,--35 pages.
1990.89-1166,0,15049,antonin_scalia,scotus_justice,321.035,331.654,"Mr. Gold, if suit is brought, do you consider the grievance, by reason of the bringing of the suit, to still be an unresolved grievance?"
1990.89-1166,0,34494,laurence_e_gold,,331.654,354.078,I... I regard it as being an unresolved grievance until the Court speaks and determines whether the grievance is properly grounded in the contract or whether the employer's action was consistent with the contract and does not constitute a breach of the contract.
1990.89-1166,0,15049,antonin_scalia,scotus_justice,354.078,356.882,When does the no-strike clause allow a strike to occur?
1990.89-1166,0,34494,laurence_e_gold,,356.882,366.116,The no-strike clause allows a strike to occur at the completion of the fourth step.
1990.89-1166,0,15049,antonin_scalia,scotus_justice,366.116,366.617,Uh-huh.
1990.89-1166,0,34494,laurence_e_gold,,366.617,369.108,"So, it does--"
1990.89-1166,0,15049,antonin_scalia,scotus_justice,369.108,375.813,Where is the no-strike clause in--
1990.89-1166,0,34494,laurence_e_gold,,375.813,399.31,"--Look at the... page 34, the no-strike clause, which is section 7 on page 34 of the joint appendix, the buff-colored book says, until all negotiations, there shall be no strikes, et cetera."
1990.89-1166,0,15141,william_h_rehnquist,scotus_justice,399.31,400.261,"--Where is that on the page, Mr. Gold?"
1990.89-1166,0,34494,laurence_e_gold,,400.261,406.287,"It is at the bottom of the page, section 7, the union will not cause or permit its members to strike."
1990.89-1166,0,15049,antonin_scalia,scotus_justice,434.646,446.985,"The purpose of the strike being to force the company to do what the law may permit it to do, what it may have a contractual right to do."
1990.89-1166,0,34494,laurence_e_gold,,451.489,452.14,Correct.
1990.89-1166,0,15049,antonin_scalia,scotus_justice,452.14,461.416,And you're saying there can be a strike to prevent the company from doing what the court will say or is being asked to say it has a contractual right to do.
1990.89-1166,0,34494,laurence_e_gold,,463.438,463.808,That's right.
1990.89-1166,0,15049,antonin_scalia,scotus_justice,463.808,465.811,--where... where there's a lockout.
1990.89-1166,0,34494,laurence_e_gold,,477.682,485.778,To the extent that there is anything inappropriate... I mean your sense of inappropriate... this is not in the lawsuit.
1990.89-1166,0,15071,byron_r_white,scotus_justice,504.872,510.686,"--Well, what if this suit goes forward and the ruling is against the union?"
1990.89-1166,0,34494,laurence_e_gold,,514.45,535.092,--I take it that the question there and the answer that we would suggest as well is the same as was assumed in Buffalo Forge in--
1990.89-1166,0,15071,byron_r_white,scotus_justice,535.092,537.143,"Mr. Gold, you can give a yes or no answer."
1990.89-1166,0,34494,laurence_e_gold,,537.143,549.091,--We think the strike... we think that a continuation of a strike or a lock-out after the judicial decision would be enjoinable.
1990.89-1166,0,15071,byron_r_white,scotus_justice,549.091,560.819,"And so in effect you think the contract says, we don't have arbitrators, but we have agreed that the Court will stand on issues with arbitrators?"
1990.89-1166,0,34494,laurence_e_gold,,560.819,561.199,That's right.
1990.89-1166,0,15071,byron_r_white,scotus_justice,562.872,564.471,"Well, that isn't what the contract says."
1990.89-1166,0,34494,laurence_e_gold,,564.471,567.163,"--Well, the contract says nothing on that."
1990.89-1166,0,15071,byron_r_white,scotus_justice,567.163,567.713,"Well, that's what I say."
1990.89-1166,0,34494,laurence_e_gold,,568.474,614.526,"What if it... what we say in terms of... first of all there was no strike here, so we're not dealing with the question in this particular case of the interplay between the right to get a judicial determination on the meaning of the contract and whether the contract is more than a collection of words which have no purpose when the push comes to the shove and whether a union or an employer can go down both options at the same time."
