file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
2017.141-orig,0,15086,john_g_roberts_jr,scotus_justice,0,0,"We'll hear argument first this morning in case -- the original case Number 141, Texas versus New Mexico and Colorado. Ms. O'Connell."
2017.141-orig,0,16657,ann_oconnell,,0,0,"Mr. Chief Justice, and may it please the Court: The Rio Grande Compact is an unusual interstate compact in that it does not require New Mexico to deliver water to the Texas state line."
2017.141-orig,0,15131,sonia_sotomayor,scotus_justice,0,0,I'd -- I'd like to know what they are.
2017.141-orig,0,16657,ann_oconnell,,0,0,"You're asking about the difference between a compact claim and a claim brought under reclamation law, for example?"
2017.141-orig,0,15131,sonia_sotomayor,scotus_justice,0,0,The treaty or reclamation?
2017.141-orig,0,16657,ann_oconnell,,0,0,"I think the -- the problem we're trying to avoid here is that when the United States sues somebody for a violation of reclamation law, taking water from a reclamation project without a contract or acting in a way that undermines the United States' ability to comply with a treaty, it's typically suing the individual water users that are violating those laws or interfering with that obligation of the United States to deliver water under a treaty. What we're trying to avoid here is a future motion to dismiss filed by New Mexico, which -- which indicates or insinuates on page 14 of its reply brief that actions brought under reclamation law or under the treaty should be filed against individual water users. We think we can file these claims against New Mexico because of the compact."
2017.141-orig,0,15084,ruth_bader_ginsburg,scotus_justice,0,0,"Well, did you or did you not file a claim under the -- under reclamation law? The Special Master said he recognized a claim under that law, but did you make any claim under that law or were you staking your claim on your contact -- compact claim?"
2017.141-orig,0,16657,ann_oconnell,,0,0,"Our complaint doesn't distinguish between claims brought under the compact and claims brought under reclamation law. What -- what our complaint does, as we've done in other cases where we've intervened as a plaintiff, is set forth what the United States' interests are and then tell the Court how we think it can shape injunctive relief against New Mexico to protect those interests."
2017.141-orig,0,15084,ruth_bader_ginsburg,scotus_justice,0,0,"Well, could you -- can you explain at the outset, you're not claiming that every -- every time there's a compact approved by Congress, you would have a right to come into court as a party, right?"
2017.141-orig,0,16657,ann_oconnell,,0,0,That's correct. We're --
2017.141-orig,0,15084,ruth_bader_ginsburg,scotus_justice,0,0,"And so what's the dividing line between when you can come in as a party under a compact and when, despite a com -- compact, you can't come in?"
2017.141-orig,0,16657,ann_oconnell,,0,0,"Where -- where the compact protects specific federal interests that are at stake in the dispute that's been filed in this Court, then we believe the United States can -- can intervene as a plaintiff and bring claims against New Mexico that are based on that compact."
2017.141-orig,0,15131,sonia_sotomayor,scotus_justice,0,0,"Well, what's the federal interest that was in the compact? The compact does not make any reference to your treaty obligations or to how you meet those. It doesn't appear to make any reference to any of the federal interests that you've been identifying."
2017.141-orig,0,16657,ann_oconnell,,0,0,Okay.
2017.141-orig,0,15131,sonia_sotomayor,scotus_justice,0,0,Make the connection.
2017.141-orig,0,16657,ann_oconnell,,0,0,I think it -- it very clearly does refer to our treaty obligations in a way that protects them.
2017.141-orig,0,15086,john_g_roberts_jr,scotus_justice,0,0,What --
2017.141-orig,0,15131,sonia_sotomayor,scotus_justice,0,0,What error in the format --
2017.141-orig,0,15086,john_g_roberts_jr,scotus_justice,0,0,"-- what -- what difference does it make -- I mean, if -- if you are not entitled to raise this claim as a party, certainly you can participate as an amicus and make whatever arguments you want about how the compact should be properly construed, right?"
