file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1984.84-9,0,15073,warren_e_burger,scotus_justice,0.0,9.356,We will hear arguments next in Massachusettse Mutual Life v. Russell.
1984.84-9,0,32158,john_e_nolan_jr,,12.308,14.943,"Mr. Chief Justice, and may it please the Court:"
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,179.549,189.689,"Are you suggestion, Mr. Nolan, that under 409 the duties imposed run only for the plan, not for beneficiaries?"
1984.84-9,0,32158,john_e_nolan_jr,,189.689,192.791,"--I am suggesting that, yes, Justice Brennan."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,207.235,212.705,"Now, it talks about duties imposed upon fiduciaries by this subchapter."
1984.84-9,0,32158,john_e_nolan_jr,,213.622,230.481,"Some of them are defined explicitly, Justice Brennan, and others are to be inferred from the law of trusts to which Congress committed the entire statute of ERISA for its administration."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,248.693,255.799,"Well, didn't trust law generally provide for recognizing that a beneficiary should be made whole?"
1984.84-9,0,32158,john_e_nolan_jr,,270.891,271.874,"That's correct, Your Honor."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,271.874,276.545,The beneficiaries under the old law were always entitled to be made whole.
1984.84-9,0,32158,john_e_nolan_jr,,276.545,286.801,"Well, I think in the context of ERISA, Justice Brennan, to be made whole means to get the benefits to which they are entitled under the statute."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,286.801,287.503,And that's all.
1984.84-9,0,32158,john_e_nolan_jr,,287.503,288.17,And that's all.
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,289.42,292.888,And anything else has to be for the benefit of the plan only.
1984.84-9,0,32158,john_e_nolan_jr,,292.888,296.609,"--Well, under Section 409, it is our position that it does, Your Honor."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,322.557,335.234,"Well, and I can't... there's nothing else in ERISA you suggest that could be read as providing for something more to beneficiaries than what the plan provides for them in the way of benefits?"
1984.84-9,0,32158,john_e_nolan_jr,,335.234,368.705,"I believe that's correct, Your Honor, but the provision of ERISA that provides for individual rights for participants and beneficiaries is in 502, specifically 502(a)(1)(B), and that section which provides that participants and beneficiaries have the right to enforce their benefits under the plan, to determine what they are, to clarify their rights under the plan, has its comparable provision referring to equitable remedies in Section 502(a)(3)."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,384.132,387.5,But only to the extend of the benefits that the plan provides.
1984.84-9,0,32158,john_e_nolan_jr,,387.5,388.868,But only to the extent of the benefits of the plan.
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,388.868,393.67,"And there is no remedy for beneficiaries, for something more anywhere else?"
1984.84-9,0,32158,john_e_nolan_jr,,393.67,399.241,"Other than the equitable remedies provided there, I think that's right."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,450.692,462.667,"Well, where state law previously may have provided beneficiaries with a remedy for more than just the benefits under the plan, was that too preempted?"
1984.84-9,0,32158,john_e_nolan_jr,,462.667,472.772,"--To the extent that it was a state law which related to an employee benefit plan, yes, it was preempted."
1984.84-9,0,15092,sandra_day_oconnor,scotus_justice,517.918,533.846,"Mr. Nolan, if the plaintiff below has been someone suing on behalf of the plan, would compensatory damages be available under 409?"
1984.84-9,0,32158,john_e_nolan_jr,,533.846,536.898,"--I believe they would not, Justice O'Connor."
1984.84-9,0,15092,sandra_day_oconnor,scotus_justice,536.898,551.84,"Well, certainly the language speaking of other equitable or remedial relief as the Court may deem appropriate as applied to a suit by the plan might result in a difference, might it not?"
1984.84-9,0,32158,john_e_nolan_jr,,551.84,556.192,"I think that it probably would, Justice O'Connor."
1984.84-9,0,15092,sandra_day_oconnor,scotus_justice,623.587,633.443,Or there might be consequential damages beyond mere reimbursement of the amounts due.
1984.84-9,0,32158,john_e_nolan_jr,,633.443,648.219,"Damages, if there were damages to the plan, I think that that might be available under the equitable part of the section."
1984.84-9,0,15141,william_h_rehnquist,scotus_justice,648.219,652.773,"Why would it be available under the equitable part of the section, Mr. Nolan?"
1984.84-9,0,32158,john_e_nolan_jr,,658.01,661.295,"That's generally true, that's generally true, Justice--"
1984.84-9,0,15141,william_h_rehnquist,scotus_justice,661.295,666.014,"Well, then, my question remains why would damages be available under a section providing for equitable relief?"
1984.84-9,0,32158,john_e_nolan_jr,,666.014,685.476,"--Well, I think in part this is terminology, but to the extent that it involves the restoration of the plan, it would be involved, in our view, under Section 409, and the courts in dealing with Section 409 have used, as this Court undoubtedly recognizes--"
1984.84-9,0,15141,william_h_rehnquist,scotus_justice,685.476,686.342,Sure.
1984.84-9,0,32158,john_e_nolan_jr,,686.342,689.51,--a wide variety of equitable remedies to do justice.
1984.84-9,0,15141,william_h_rehnquist,scotus_justice,689.51,693.997,But is damages one of the wide variety of equitable remedies that they have used?
1984.84-9,0,32158,john_e_nolan_jr,,693.997,695.616,It is usually not.
1984.84-9,0,15092,sandra_day_oconnor,scotus_justice,702.52,706.139,"And it could be other remedial relief, in any event."
1984.84-9,0,32158,john_e_nolan_jr,,706.139,721.232,"I believe that the key language, Justice O'Connor, is such other equitable or remedial relief, which ties that clause very specifically to the two preceding clauses."
1984.84-9,0,15071,byron_r_white,scotus_justice,737.793,742.578,"Well, isn't the law of trusts historically a creature of equity?"
1984.84-9,0,32158,john_e_nolan_jr,,742.578,747.482,"The law of trusts is very definitely a creature of equity, Justice White."
1984.84-9,0,15071,byron_r_white,scotus_justice,747.482,755.072,And suits against trustees raise equitable questions.
1984.84-9,0,32158,john_e_nolan_jr,,755.072,757.022,That's correct.
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,778.187,796.982,"Well, at the same time, Mr. Nolan, is there mention in the discussions in the legislative history of preemption of state remedies, that Congress intended to preempt any that gave more than just... beneficiaries more than just the benefits of the plan?"
1984.84-9,0,32158,john_e_nolan_jr,,796.982,798.732,There is no--
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,798.732,800.701,Did Congress say that explicitly?
1984.84-9,0,32158,john_e_nolan_jr,,800.701,811.424,"--There is nothing that I know of in the legislative history, Your Honor, that would suggest that Congress intended to give the beneficiaries anything more than their benefits under the plan."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,812.708,827.934,"No, what... no, my question was whether in saying this Congress also said, and to the extent beneficiaries had any right to anything else under state law no longer, get only what ERISA provides."
1984.84-9,0,32158,john_e_nolan_jr,,827.934,828.636,--That is correct.
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,829.736,831.905,Did Congress say that expressly?
1984.84-9,0,32158,john_e_nolan_jr,,831.905,847.832,"--Congress said it in the statute in the preemption part of ERISA, that any law relating to employee benefit plans would be preempted, and that, of course, differentiates ERISA from a number of other federal statutes which intend expressly to leave state law standing."
1984.84-9,0,15140,william_j_brennan_jr,scotus_justice,931.085,939.024,Were there any states that allowed a beneficiary to recover punitive damages before ERISA was enacted?
