file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1974.9_orig,0,15073,warren_e_burger,scotus_justice,0.0,9.545,"We'll hear arguments first this morning in number 9 original, United States against the State of Louisiana."
1974.9_orig,0,37588,oliver_p_stockwell,,9.545,10.225,Mr. Chief Justice --
1974.9_orig,0,15073,warren_e_burger,scotus_justice,10.225,11.203,Mr. Stockwell.
1974.9_orig,0,37588,oliver_p_stockwell,,11.203,13.749,-- and may it please the Court.
1974.9_orig,0,15043,potter_stewart,scotus_justice,148.56,149.67,That they qualify as --
1974.9_orig,0,37588,oliver_p_stockwell,,149.67,155.431,"As territorial bays, historic or territorial bays and not inland bays."
1974.9_orig,0,15073,warren_e_burger,scotus_justice,852.405,853.191,Very well.
1974.9_orig,1,23871,frederick_w_ellis,,853.191,865.512,Alright.
1974.9_orig,1,15073,warren_e_burger,scotus_justice,865.512,866.752,Mr. Ellis.
1974.9_orig,1,23871,frederick_w_ellis,,866.752,873.689,"Mr. Chief Justice, may it please the Court."
1974.9_orig,1,15043,potter_stewart,scotus_justice,908.3,926.085,"Mr. Ellis, before you proceed, may I ask, am I correct with my understanding that the map that's been put before us this morning is identical to the map that was the appendix to the Court's opinion in the case to which you just referred in 1969?"
1974.9_orig,1,23871,frederick_w_ellis,,926.085,927.786,"I understand this is correct, Your Honor."
1974.9_orig,1,15043,potter_stewart,scotus_justice,931.809,932.785,That it's the same?
1974.9_orig,1,23871,frederick_w_ellis,,932.785,933.136,"Yes, sir."
1974.9_orig,1,15043,potter_stewart,scotus_justice,935.23,936.807,"They made some marks and red here, have they not?"
1974.9_orig,1,23871,frederick_w_ellis,,936.807,937.863,Yes.
1974.9_orig,1,15043,potter_stewart,scotus_justice,945.785,946.454,Right.
1974.9_orig,1,23871,frederick_w_ellis,,946.454,951.387,Runs outward to see considerably that is no long and controversy.
1974.9_orig,1,15043,potter_stewart,scotus_justice,957.741,959.456,I understand that.
1974.9_orig,1,23871,frederick_w_ellis,,959.456,977.11,"The areas in controversy are the Mississippi Delta areas numbered 1, 4, 5, and 6 and Caillou Bay numbered 7 which are affected by the historic claims and the remaining areas numbered on the map or affected by juridical claims."
1974.9_orig,1,15043,potter_stewart,scotus_justice,989.952,993.008,Right.
1974.9_orig,1,23871,frederick_w_ellis,,993.008,994.691,Now turning to --
1974.9_orig,1,15045,harry_a_blackmun,scotus_justice,994.691,997.266,Does East stay back?
1974.9_orig,1,23871,frederick_w_ellis,,997.266,999.232,"Yes, sir, the East stays behind."
1974.9_orig,1,15141,william_h_rehnquist,scotus_justice,1122.006,1123.108,What number is that?
1974.9_orig,1,23871,frederick_w_ellis,,1123.108,1124.641,"This is number 2, Your Honor."
1974.9_orig,1,15141,william_h_rehnquist,scotus_justice,1124.641,1126.59,Thank you.
1974.9_orig,1,23871,frederick_w_ellis,,1126.59,1154.199,"Your Honors may find this bay also in a map which was prepared to implement your ruling that island should be counted as water area figure R.A. in Louisiana's Reply brief found at page 58, which map has superimposed upon it in black lines a sketch showing the outline of Monterey Bay."
1974.9_orig,1,15140,william_j_brennan_jr,scotus_justice,1294.35,1295.525,Which one has one?
1974.9_orig,1,23871,frederick_w_ellis,,1295.525,1300.579,"That is number 1, Your Honor on the government location map."
1974.9_orig,1,15141,william_h_rehnquist,scotus_justice,1528.359,1532.493,"When you say pass that refers to the water rather than the land, does it?"
1974.9_orig,1,23871,frederick_w_ellis,,1532.493,1532.901,"Yes, sir."
1974.9_orig,1,15141,william_h_rehnquist,scotus_justice,1744.568,1753.05,"What's the status of the government sketches so far as the record is concerned, were they admitted in evidence or are concededly just illustrative?"
1974.9_orig,1,23871,frederick_w_ellis,,1753.05,1759.84,They were not admitted in evidence as appreciate they're merely illustrative.
1974.9_orig,1,15071,byron_r_white,scotus_justice,1808.365,1809.86,Is that the Joseph Bayou area?
1974.9_orig,1,23871,frederick_w_ellis,,1809.86,1810.715,"Yes, sir."
1974.9_orig,1,15043,potter_stewart,scotus_justice,2251.856,2255.443,Does Caillou Lake completely landlocked?
1974.9_orig,1,23871,frederick_w_ellis,,2255.443,2256.596,Caillou Bay?
1974.9_orig,1,15043,potter_stewart,scotus_justice,2256.596,2258.899,"Lake, there's a lake in there, isn't it?"
1974.9_orig,1,23871,frederick_w_ellis,,2258.899,2267.007,Caillou Lake is in the interior part and I believe it is landlocked completely except for an entrance to it sir.
1974.9_orig,1,15043,potter_stewart,scotus_justice,2270.805,2273.011,"No, I'm looking at the temporary map."
1974.9_orig,1,23871,frederick_w_ellis,,2273.915,2274.084,Yes.
1974.9_orig,1,15043,potter_stewart,scotus_justice,2274.084,2280.266,"--old map, 1853."
