file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1973.72-1195,0,15073,warren_e_burger,scotus_justice,0.0,33.397,We'll hear arguments next in 72-1195 American Pipe and Construction against Utah.
1973.72-1195,0,32257,jesse_r_omalley,,40.177,48.524,"Mr. Chief Justice, members of the Court, may it please the Court."
1973.72-1195,0,15141,william_h_rehnquist,scotus_justice,326.31,334.254,"Mr. O'Malley, is there anything peculiar to the Section 5 (b) of the Clayton Act about the Ninth Circuit?s reasoning here?"
1973.72-1195,0,32257,jesse_r_omalley,,337.843,355.02,"Yes, indeed and that is of course as we have planned out, Mr. Justice Rehnquist in connection with our petition for certiorari, this has the effect as we see it of affecting in every Federal statute of limitations."
1973.72-1195,0,15071,byron_r_white,scotus_justice,531.605,533.303,It's not if it is a good concept.
1973.72-1195,0,32257,jesse_r_omalley,,533.303,572.769,"But in the case of a -- Mr. Justice White, of a proper class action, we would submit that it is the legislative intent in enacting 5 (b) of the Clayton Act that each member of the class respond affirmatively to the order of the Court inviting the members of that class to state their claims and that they do so within the period of the statute of limitations."
1973.72-1195,0,15071,byron_r_white,scotus_justice,574.714,592.863,"Well, that would be impossible for the members of the class as this case, Utah didn't file until 11 days before the year expired at the time the corporate get a ground ruling on the class, the one-year period wouldn't expire to all unnamed members."
1973.72-1195,0,32257,jesse_r_omalley,,592.863,596.291,"Well, of course, you have to, that is --"
1973.72-1195,0,15071,byron_r_white,scotus_justice,596.291,605.285,"Unless you are going to say, as I was asking, whether pending the Court's ruling the limitation period is tolled."
1973.72-1195,0,32257,jesse_r_omalley,,605.285,625.228,"No, to say that pending the Court's action pursuant to Rule 23, the action is tolled, is to say that Rule 23 in some manner abridges or modifies Section 5 (b) of the Clayton Act."
1973.72-1195,0,15071,byron_r_white,scotus_justice,625.228,633.352,So you did say then that in this case unnamed members of the class could not participate in the action at all.
1973.72-1195,0,32257,jesse_r_omalley,,633.352,638.49,"I am saying that they cannot do so, unless they affirmatively --"
1973.72-1195,0,15071,byron_r_white,scotus_justice,638.49,642.128,Within those unknown names?
1973.72-1195,0,32257,jesse_r_omalley,,642.128,694.065,"Yes, and I would point out however that was in the -- this action had -- this is not the bare bones, this is not one case, it's a series of cases and practically there were pursuant at least in seven prior class actions and invitations to join, but forgetting that factual background, the fact is that they did not move to intervene at any time within the statutory period and I would took some myth, that unless it is held that Rule 23, somehow abridges or somehow modifies, Section 5 (b) of Clayton Act, there is no power in the Court to permit intervention after the period of the running of the statute of limitations."
