file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1972.71-1011,0,15073,warren_e_burger,scotus_justice,0.0,6.446,"We’ll hear arguments this morning in number 71-1011, Bronston against the United States."
1972.71-1011,0,41285,sheldon_h_elsen,,11.773,15.778,Mr. Chief Justice and may it please the Court.
1972.71-1011,0,15073,warren_e_burger,scotus_justice,70.299,73.452,"The alleged, yes.[Attempt to laughter]"
1972.71-1011,0,41285,sheldon_h_elsen,,73.452,80.312,The hearing was in a Bankruptcy Court before a referee in bankruptcy.
1972.71-1011,0,15107,william_o_douglas,scotus_justice,279.232,282.446,Did the government know this-- the prosecution know this at the time?
1972.71-1011,0,41285,sheldon_h_elsen,,282.446,285.315,The time that they chose to indict?
1972.71-1011,0,15107,william_o_douglas,scotus_justice,285.315,288.767,"No, the time they questioned him?"
1972.71-1011,0,41285,sheldon_h_elsen,,288.767,292.26,I-- you mean whether the attorney for the creditor knew all this?
1972.71-1011,0,15107,william_o_douglas,scotus_justice,292.26,301.136,"No, the-- at this hearing, did the government-- at that time, did the government know that he had had an account there?"
1972.71-1011,0,41285,sheldon_h_elsen,,301.136,303.756,"I don’t know that, Mr. Justice Douglas."
1972.71-1011,0,15107,william_o_douglas,scotus_justice,306.158,306.297,I understand.
1972.71-1011,0,41285,sheldon_h_elsen,,306.297,308.146,It was a private hearing.
1972.71-1011,0,15107,william_o_douglas,scotus_justice,308.146,310.215,"When did the government-- the government found out, but when did--"
1972.71-1011,0,41285,sheldon_h_elsen,,310.215,320.988,A creditor brought the information into the government about the bank account because Mr. Bronston had given his creditors a general waiver that they could go into any bank account.
1972.71-1011,0,15073,warren_e_burger,scotus_justice,347.4,353.302,"Well, you don’t suggest that this was not an evasive answer."
1972.71-1011,0,41285,sheldon_h_elsen,,358.437,362.238,-- you mean as to the question to the exercise of the prosecutor of discretion? Mr. Chief Justice--
1972.71-1011,0,15073,warren_e_burger,scotus_justice,362.238,362.981,"No, excuse me."
1972.71-1011,0,41285,sheldon_h_elsen,,365.275,370.707,"Mr. Chief Justice, I would say this, and I want to answer your question directly."
1972.71-1011,0,15073,warren_e_burger,scotus_justice,389.234,390.12,"Well, that’s why I put the question."
1972.71-1011,0,41285,sheldon_h_elsen,,390.12,390.745,Yes.
1972.71-1011,0,15073,warren_e_burger,scotus_justice,390.745,392.687,Is it an evasive answer?
1972.71-1011,0,41285,sheldon_h_elsen,,393.304,399.004,"No, I don’t say that it’s evasive, and I will get into that."
1972.71-1011,0,15073,warren_e_burger,scotus_justice,400.391,411.967,"Judge Lumbard thought it was, as I read his dissent, thought it was an evasive answer that should’ve put the questioner in search of more answers."
1972.71-1011,0,41285,sheldon_h_elsen,,411.967,417.52,Judge Lumbard proceeded on the assumption that the question was not ambiguous.
1972.71-1011,0,15043,potter_stewart,scotus_justice,437.432,444.775,"Judge Lumbard’s theory, as I read his dissenting opinion was, that it was an unresponsive answer and a true statement."
1972.71-1011,0,41285,sheldon_h_elsen,,444.775,445.533,Correct.
1972.71-1011,0,15073,warren_e_burger,scotus_justice,447.207,454.444,"And, which should in turn have led the questioner to pursue it if they were thinking about a perjury proceeding."
1972.71-1011,0,41285,sheldon_h_elsen,,454.444,456.841,If he was interested in the account.
1972.71-1011,0,15071,byron_r_white,scotus_justice,778.637,788.085,"Well, there’s no question the jury found that he knew he was telling a falsehood or answering the question falsely."
1972.71-1011,0,41285,sheldon_h_elsen,,788.085,790.897,"Mr. Justice White, the--"
1972.71-1011,0,15071,byron_r_white,scotus_justice,790.897,800.054,And is it your point that even if the jury found that as like any other case where there shouldn’t have been-- there wasn’t enough evidence to go to the jury?
1972.71-1011,0,41285,sheldon_h_elsen,,800.054,817.342,"That’s correct, although, Mr. Justice White, I would probably prefer to phrase it in terms of the fact that the case on the evidence on the government’s evidence did not fall within the standard which we should set down for a criminal case of perjury."
1972.71-1011,0,15071,byron_r_white,scotus_justice,817.342,817.52,Nevertheless--
1972.71-1011,0,41285,sheldon_h_elsen,,817.52,818.698,It’s another way of putting the same.
1972.71-1011,0,15071,byron_r_white,scotus_justice,818.698,826.322,"Nevertheless, the jury-- you don’t take any exception to the form of the instructions to the jury."
1972.71-1011,0,41285,sheldon_h_elsen,,826.322,827.62,Well--
1972.71-1011,0,15071,byron_r_white,scotus_justice,827.62,828.439,Do you?
1972.71-1011,0,41285,sheldon_h_elsen,,828.439,830.667,We’re not raising that point on this appeal.
1972.71-1011,0,15071,byron_r_white,scotus_justice,830.667,830.777,"No, you don’t."
1972.71-1011,0,41285,sheldon_h_elsen,,830.777,836.507,"But, the government did say at one point that the ambiguity issue was charged to the jury, and that’s not so."
1972.71-1011,0,15071,byron_r_white,scotus_justice,844.489,853.824,"But the constructions are-- seem to appear to be wholly consistent with the statute, and they inquire the jury to find the elements of the offense under the statute."
1972.71-1011,0,41285,sheldon_h_elsen,,853.824,854.613,"Yes, that’s correct."
1972.71-1011,0,15071,byron_r_white,scotus_justice,854.811,857.523,And the jury found them.
1972.71-1011,0,41285,sheldon_h_elsen,,857.523,869.27,"The instructions were the judge charged to the contrary of our position on the question of a truthful answer and the jury, following that instruction, found--"
1972.71-1011,0,15071,byron_r_white,scotus_justice,869.27,873.497,"So, the jury found the elements of the offense or they wouldn’t have--"
1972.71-1011,0,41285,sheldon_h_elsen,,873.497,874.375,That’s correct.
1972.71-1011,0,15071,byron_r_white,scotus_justice,874.375,875.142,Assuming they followed the--
1972.71-1011,0,41285,sheldon_h_elsen,,875.142,880.871,"That’s correct, assuming that the elements were correctly stated by the judge."
1972.71-1011,0,15071,byron_r_white,scotus_justice,880.871,884.696,"But your point, nevertheless, is that the case should never have gone to the jury on these facts."
1972.71-1011,0,41285,sheldon_h_elsen,,884.696,886.509,Never have gone to the jury.
1972.71-1011,0,15141,william_h_rehnquist,scotus_justice,935.325,936.419,Mr. Elsen.
1972.71-1011,0,41285,sheldon_h_elsen,,936.419,936.584,Yes?
1972.71-1011,0,15141,william_h_rehnquist,scotus_justice,936.584,943.064,Am I right in thinking that both Judge Oaks and Judge Lumbard concluded the question was not ambiguous?
1972.71-1011,0,41285,sheldon_h_elsen,,943.064,943.924,That is correct.
1972.71-1011,0,15119,lewis_f_powell_jr,scotus_justice,1017.921,1018.925,What page?
1972.71-1011,0,41285,sheldon_h_elsen,,1018.925,1023.548,"That’s at page 2 of our reply brief, Mr. Justice Powell."
1972.71-1011,0,15073,warren_e_burger,scotus_justice,1097.209,1103.408,"Well, what do you say the first question was directed at and what do you say the witness thought it was directed at?"
