file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
2017.142-orig,0,15086,john_g_roberts_jr,scotus_justice,0.0,6.6,"We'll hear argument next this morning in Case 142 on our original docket, Florida against Georgia. Mr. Garre."
2017.142-orig,0,25346,gregory_g_garre,,6.6,31.04,"Thank you, Mr. Chief Justice, and may it please the Court: The Special Master based his recommendation on two critical premises: First, that Florida has suffered real harm as a result of Georgia's ever-increasing consumption of upstream waters; and, second, that Georgia's consumption is unreasonable and largely unrestrained."
2017.142-orig,0,15084,ruth_bader_ginsburg,scotus_justice,75.6,110.88,"Mr. Garre, I thought that the Special Master -- this is at page 63 to 65 of his report -- said that Florida at the trial concentrated only on the harm from the low flows in drought years and it did not address the benefits of increased flow during normal non-drought periods. It didn't even address it, he said, no -- no less showed the benefits that it would gain."
2017.142-orig,0,25346,gregory_g_garre,,122.64,122.92,Right.
2017.142-orig,0,15094,elena_kagan,scotus_justice,182.6,184.64,Where does the record show that?
2017.142-orig,0,25346,gregory_g_garre,,184.64,192.72,"That we would benefit from that? Well, what I can point you to, for example, is the 2012 drought."
2017.142-orig,0,15094,elena_kagan,scotus_justice,229.52,232.2,"So here -- here's my difficulty, Mr. Garre, with this argument."
2017.142-orig,0,25346,gregory_g_garre,,235.92,237.2,Yeah.
2017.142-orig,0,15094,elena_kagan,scotus_justice,237.2,239.96,Is that you have common sense on your side.
2017.142-orig,0,25346,gregory_g_garre,,266.8,267.44,Okay.
2017.142-orig,0,15094,elena_kagan,scotus_justice,271.48,278.64,"Well, but, you know, I guess what I'm saying is that's your first reaction, but there must have been some reason why it didn't put that into the record."
2017.142-orig,0,25346,gregory_g_garre,,278.64,278.88,Right.
2017.142-orig,0,15084,ruth_bader_ginsburg,scotus_justice,320.08,336.0,"But in this -- but in this case, Mr. Garre, the Special Master said: Yeah, there was proof on that point, but it was put in by Georgia, and Georgia's expert said it wouldn't make enough of a difference -- a difference to cure Florida's problem."
