file_name,section,speaker_id,speaker_name,speaker_role,start,stop,text
1959.43,0,15099,earl_warren,scotus_justice,0.0,23.685,"Number 43, William R. Forman, Petitioner, versus United States."
1959.43,0,40994,solomon_j_bischoff,,23.685,24.937,Chief Justice --
1959.43,0,15099,earl_warren,scotus_justice,24.937,27.087,Mr. Bischoff.
1959.43,0,40994,solomon_j_bischoff,,27.087,29.892,-- may it please the Court.
1959.43,0,15082,charles_e_whittaker,scotus_justice,487.775,492.056,"But right now, it's the original proceeding in the Court of Appeals you say?"
1959.43,0,40994,solomon_j_bischoff,,492.056,512.273,"Yes, we say in legal effect it was a -- an original proceeding in the Court of Appeals and I say it was a legal effect of that as such an original proceeding, because the case was not tried on this so-called alternative theory."
1959.43,0,15050,felix_frankfurter,scotus_justice,552.328,563.204,May I trouble you to tell us what the Government's position was on the original appeal by you or by the present petitioner?
1959.43,0,40994,solomon_j_bischoff,,563.204,564.511,With respect to what?
1959.43,0,15050,felix_frankfurter,scotus_justice,564.511,565.528,With respect to anything.
1959.43,0,40994,solomon_j_bischoff,,566.565,589.026,The sole -- the sole contention of the Government in the Court of Appeals on the original appeal was to sustain the conviction on the -- on their view that there was sufficient evidence to establish this subsidiary agreement.
1959.43,0,15050,felix_frankfurter,scotus_justice,601.654,602.342,May I interrupt you?
1959.43,0,40994,solomon_j_bischoff,,602.342,602.827,"Yes, Your Honor."
1959.43,0,15050,felix_frankfurter,scotus_justice,602.827,604.89,Is that all?
1959.43,0,40994,solomon_j_bischoff,,622.948,625.505,"I'm not quite sure that I understand, Your Honor."
1959.43,0,15050,felix_frankfurter,scotus_justice,627.478,633.034,Isn't there -- isn't there some question as mischarging by the trial court?
1959.43,0,40994,solomon_j_bischoff,,633.034,633.802,No.
1959.43,0,15050,felix_frankfurter,scotus_justice,638.501,638.87,You did --
1959.43,0,40994,solomon_j_bischoff,,638.87,639.774,-- in the first appeal.
1959.43,0,15050,felix_frankfurter,scotus_justice,639.774,640.397,You did.
1959.43,0,40994,solomon_j_bischoff,,640.397,641.937,"No, we did not."
1959.43,0,15050,felix_frankfurter,scotus_justice,651.214,653.206,"The Court of Appeals found that that was wrong, doesn't it?"
